ip,fqdn
88.80.189.24,2.uk.pool.ntp.org
88.80.189.24,3.gb.pool.ntp.org
88.80.189.24,europe.pool.ntp.org
88.80.189.24,gb.pool.ntp.org
88.80.189.24,uk.pool.ntp.org
88.87.70.219,2.ru.pool.ntp.org
88.87.70.219,europe.pool.ntp.org
88.87.70.219,ru.pool.ntp.org
88.97.27.115,3.europe.pool.ntp.org
88.99.76.254,2.europe.pool.ntp.org
88.99.86.9,1.de.pool.ntp.org
88.99.86.9,de.pool.ntp.org
88.99.94.103,2.europe.pool.ntp.org
88.99.101.252,3.de.pool.ntp.org
88.185.213.3,2.fr.pool.ntp.org
88.198.7.62,0.europe.pool.ntp.org
88.198.7.62,2.europe.pool.ntp.org
88.198.7.62,3.de.pool.ntp.org
88.198.7.62,de.pool.ntp.org
88.198.7.62,europe.pool.ntp.org
88.198.34.135,3.europe.pool.ntp.org
88.198.34.135,de.pool.ntp.org
88.198.49.74,0.de.pool.ntp.org
88.198.49.74,2.de.pool.ntp.org
88.198.49.74,europe.pool.ntp.org
88.198.197.205,2.de.pool.ntp.org
88.198.197.205,de.pool.ntp.org
88.198.200.96,1.europe.pool.ntp.org
88.198.200.96,2.de.pool.ntp.org
88.198.200.96,2.europe.pool.ntp.org
88.198.200.96,3.de.pool.ntp.org
88.198.200.96,de.pool.ntp.org
88.198.200.96,europe.pool.ntp.org
88.203.195.14,3.bg.pool.ntp.org
88.209.74.250,0.mc.pool.ntp.org
88.209.74.250,1.mc.pool.ntp.org
88.209.74.250,2.mc.pool.ntp.org
88.209.74.250,3.mc.pool.ntp.org
88.209.74.250,mc.pool.ntp.org
88.209.121.106,0.europe.pool.ntp.org
88.209.121.106,0.mc.pool.ntp.org
88.209.121.106,1.mc.pool.ntp.org
88.209.121.106,2.mc.pool.ntp.org
88.209.121.106,3.mc.pool.ntp.org
88.209.121.106,mc.pool.ntp.org
88.214.56.106,de.pool.ntp.org
88.218.226.14,2.de.pool.ntp.org
88.218.226.14,3.de.pool.ntp.org
88.218.226.14,de.pool.ntp.org
88.218.226.14,europe.pool.ntp.org
88.222.88.11,0.lt.pool.ntp.org
88.222.88.11,3.lt.pool.ntp.org
88.222.88.11,lt.pool.ntp.org
89.17.158.36,0.is.pool.ntp.org
89.17.158.36,is.pool.ntp.org
89.25.168.74,0.europe.pool.ntp.org
89.25.168.74,1.pl.pool.ntp.org
89.25.168.74,3.pl.pool.ntp.org
89.28.74.161,0.md.pool.ntp.org
89.28.74.161,1.md.pool.ntp.org
89.36.93.8,3.ro.pool.ntp.org
89.36.93.8,europe.pool.ntp.org
89.36.93.8,ro.pool.ntp.org
89.36.93.9,0.ro.pool.ntp.org
89.36.93.9,1.europe.pool.ntp.org
89.36.93.9,3.ro.pool.ntp.org
89.36.93.9,europe.pool.ntp.org
89.36.93.9,ro.pool.ntp.org
89.36.161.20,0.lv.pool.ntp.org
89.36.161.20,1.lv.pool.ntp.org
89.36.162.11,0.ae.pool.ntp.org
89.36.162.11,1.ae.pool.ntp.org
89.36.162.11,2.ae.pool.ntp.org
89.36.162.11,3.ae.pool.ntp.org
89.36.162.11,ae.pool.ntp.org
89.46.74.148,0.europe.pool.ntp.org
89.46.74.148,2.europe.pool.ntp.org
89.46.74.148,2.it.pool.ntp.org
89.46.74.148,3.europe.pool.ntp.org
89.46.74.148,europe.pool.ntp.org
89.46.74.148,it.pool.ntp.org
89.57.40.248,3.europe.pool.ntp.org
89.58.30.39,0.europe.pool.ntp.org
89.58.30.39,1.de.pool.ntp.org
89.58.30.39,2.de.pool.ntp.org
89.58.30.39,2.europe.pool.ntp.org
89.58.30.39,3.de.pool.ntp.org
89.58.30.39,de.pool.ntp.org
89.58.30.39,europe.pool.ntp.org
89.58.34.227,de.pool.ntp.org
89.58.42.129,0.de.pool.ntp.org
89.58.42.129,2.de.pool.ntp.org
89.58.42.129,de.pool.ntp.org
89.58.42.129,europe.pool.ntp.org
89.98.162.17,2.nl.pool.ntp.org
89.98.162.17,3.europe.pool.ntp.org
89.109.251.19,0.europe.pool.ntp.org
89.109.251.19,0.ru.pool.ntp.org
89.109.251.19,1.europe.pool.ntp.org
89.109.251.19,3.europe.pool.ntp.org
89.109.251.19,europe.pool.ntp.org
89.109.251.19,ru.pool.ntp.org
89.109.251.21,0.europe.pool.ntp.org
89.109.251.21,1.ru.pool.ntp.org
89.109.251.21,2.europe.pool.ntp.org
89.109.251.21,europe.pool.ntp.org
89.109.251.21,ru.pool.ntp.org
89.109.251.22,1.europe.pool.ntp.org
89.109.251.22,2.ru.pool.ntp.org
89.109.251.22,ru.pool.ntp.org
89.109.251.23,3.ru.pool.ntp.org
89.109.251.23,europe.pool.ntp.org
89.109.251.23,ru.pool.ntp.org
89.109.251.24,1.europe.pool.ntp.org
89.109.251.24,3.europe.pool.ntp.org
89.109.251.24,3.ru.pool.ntp.org
89.109.251.24,europe.pool.ntp.org
89.109.251.24,ru.pool.ntp.org
89.110.95.134,2.ru.pool.ntp.org
89.110.95.134,ru.pool.ntp.org
89.111.15.218,0.europe.pool.ntp.org
89.111.15.218,1.europe.pool.ntp.org
89.111.15.218,2.lv.pool.ntp.org
89.111.15.218,europe.pool.ntp.org
89.111.15.218,lv.pool.ntp.org
89.111.47.130,1.europe.pool.ntp.org
89.111.47.130,1.lv.pool.ntp.org
89.111.47.130,2.europe.pool.ntp.org
89.111.47.130,europe.pool.ntp.org
89.111.47.130,lv.pool.ntp.org
89.111.47.132,1.europe.pool.ntp.org
89.111.47.132,1.lv.pool.ntp.org
89.111.47.132,2.europe.pool.ntp.org
89.111.47.132,2.lv.pool.ntp.org
89.111.47.132,3.europe.pool.ntp.org
89.111.47.132,europe.pool.ntp.org
89.111.47.132,lv.pool.ntp.org
89.111.54.85,0.europe.pool.ntp.org
89.111.54.85,2.europe.pool.ntp.org
89.111.54.85,2.lv.pool.ntp.org
89.111.54.85,europe.pool.ntp.org
89.111.54.85,lv.pool.ntp.org
89.117.31.192,0.gb.pool.ntp.org
89.117.31.192,europe.pool.ntp.org
89.140.186.3,1.es.pool.ntp.org
89.161.47.131,0.pl.pool.ntp.org
89.161.47.131,europe.pool.ntp.org
89.161.47.131,pl.pool.ntp.org
89.161.47.132,0.europe.pool.ntp.org
89.161.47.132,1.europe.pool.ntp.org
89.161.47.132,1.pl.pool.ntp.org
89.161.47.132,2.europe.pool.ntp.org
89.161.47.132,2.pl.pool.ntp.org
89.161.47.132,europe.pool.ntp.org
89.161.47.132,pl.pool.ntp.org
89.161.47.133,0.europe.pool.ntp.org
89.161.47.133,0.pl.pool.ntp.org
89.161.47.133,1.pl.pool.ntp.org
89.161.47.133,2.europe.pool.ntp.org
89.161.47.133,2.pl.pool.ntp.org
89.161.47.133,3.pl.pool.ntp.org
89.161.47.133,europe.pool.ntp.org
89.161.47.133,pl.pool.ntp.org
89.161.47.134,0.europe.pool.ntp.org
89.161.47.134,1.europe.pool.ntp.org
89.161.47.134,2.pl.pool.ntp.org
89.161.47.134,3.pl.pool.ntp.org
89.161.47.134,europe.pool.ntp.org
89.161.47.134,pl.pool.ntp.org
89.161.47.136,0.europe.pool.ntp.org
89.161.47.136,1.europe.pool.ntp.org
89.161.47.136,1.pl.pool.ntp.org
89.161.47.136,2.pl.pool.ntp.org
89.161.47.136,europe.pool.ntp.org
89.161.47.136,pl.pool.ntp.org
89.161.47.139,1.europe.pool.ntp.org
89.161.47.139,1.pl.pool.ntp.org
89.161.47.139,2.pl.pool.ntp.org
89.161.47.139,3.europe.pool.ntp.org
89.161.47.139,europe.pool.ntp.org
89.161.47.139,pl.pool.ntp.org
89.163.152.3,0.europe.pool.ntp.org
89.163.152.3,1.de.pool.ntp.org
89.163.152.3,3.europe.pool.ntp.org
89.163.176.12,1.europe.pool.ntp.org
89.163.176.12,2.de.pool.ntp.org
89.163.176.12,2.europe.pool.ntp.org
89.163.176.12,de.pool.ntp.org
89.167.33.135,0.fi.pool.ntp.org
89.167.33.135,1.europe.pool.ntp.org
89.167.33.135,europe.pool.ntp.org
89.167.33.135,fi.pool.ntp.org
89.168.34.106,fr.pool.ntp.org
89.168.112.172,de.pool.ntp.org
89.169.183.82,0.ru.pool.ntp.org
89.169.183.82,ru.pool.ntp.org
89.179.240.219,0.europe.pool.ntp.org
89.179.240.219,1.europe.pool.ntp.org
89.179.240.219,3.europe.pool.ntp.org
89.179.240.219,europe.pool.ntp.org
89.179.240.219,ru.pool.ntp.org
89.185.82.114,0.europe.pool.ntp.org
89.185.82.114,0.mk.pool.ntp.org
89.185.82.114,1.europe.pool.ntp.org
89.185.82.114,1.mk.pool.ntp.org
89.185.82.114,2.mk.pool.ntp.org
89.185.82.114,3.mk.pool.ntp.org
89.185.82.114,europe.pool.ntp.org
89.185.82.114,mk.pool.ntp.org
89.188.118.150,0.ru.pool.ntp.org
89.188.118.150,3.europe.pool.ntp.org
89.188.118.150,3.ru.pool.ntp.org
89.188.118.150,europe.pool.ntp.org
89.188.118.150,ru.pool.ntp.org
89.190.6.36,0.europe.pool.ntp.org
89.190.6.36,1.europe.pool.ntp.org
89.190.6.36,1.fi.pool.ntp.org
89.190.6.36,3.fi.pool.ntp.org
89.190.6.36,europe.pool.ntp.org
89.190.6.36,fi.pool.ntp.org
89.203.251.72,2.cz.pool.ntp.org
89.212.240.126,0.si.pool.ntp.org
89.212.240.126,1.europe.pool.ntp.org
89.212.240.126,1.si.pool.ntp.org
89.212.240.126,si.pool.ntp.org
89.221.207.113,0.europe.pool.ntp.org
89.221.207.113,1.ru.pool.ntp.org
89.223.121.15,0.ru.pool.ntp.org
89.223.121.15,2.ru.pool.ntp.org
89.223.121.15,ru.pool.ntp.org
89.223.121.197,ru.pool.ntp.org
89.234.64.77,0.ie.pool.ntp.org
89.234.64.77,1.europe.pool.ntp.org
89.234.64.77,3.europe.pool.ntp.org
89.234.64.77,3.ie.pool.ntp.org
89.234.64.77,europe.pool.ntp.org
89.234.64.77,ie.pool.ntp.org
89.234.141.183,0.fr.pool.ntp.org
89.234.141.183,1.europe.pool.ntp.org
89.234.141.183,2.fr.pool.ntp.org
89.234.141.183,3.fr.pool.ntp.org
89.234.141.183,fr.pool.ntp.org
89.238.75.75,1.europe.pool.ntp.org
89.238.82.145,3.de.pool.ntp.org
89.250.197.242,0.europe.pool.ntp.org
89.250.197.242,2.europe.pool.ntp.org
89.250.197.242,3.pl.pool.ntp.org
89.250.197.242,europe.pool.ntp.org
89.250.197.242,pl.pool.ntp.org
89.252.135.27,0.tr.pool.ntp.org
89.252.135.27,1.europe.pool.ntp.org
89.252.135.27,2.tr.pool.ntp.org
89.252.135.27,europe.pool.ntp.org
89.252.135.27,tr.pool.ntp.org
89.252.142.233,0.tr.pool.ntp.org
89.252.142.233,1.tr.pool.ntp.org
89.253.222.55,ru.pool.ntp.org
89.254.163.155,0.europe.pool.ntp.org
89.254.163.155,0.lv.pool.ntp.org
89.254.163.155,1.europe.pool.ntp.org
89.254.163.155,2.lv.pool.ntp.org
89.254.163.155,3.lv.pool.ntp.org
89.254.163.155,europe.pool.ntp.org
89.254.163.155,lv.pool.ntp.org
90.95.228.101,0.ro.pool.ntp.org
90.146.44.205,3.at.pool.ntp.org
90.146.44.205,at.pool.ntp.org
90.146.44.205,europe.pool.ntp.org
90.155.12.13,2.europe.pool.ntp.org
90.155.12.13,2.gb.pool.ntp.org
90.155.12.13,2.uk.pool.ntp.org
90.155.12.13,3.gb.pool.ntp.org
90.155.12.14,3.europe.pool.ntp.org
90.155.12.14,3.uk.pool.ntp.org
90.155.12.14,europe.pool.ntp.org
90.155.12.14,uk.pool.ntp.org
90.155.73.34,3.gb.pool.ntp.org
90.155.73.34,3.uk.pool.ntp.org
90.155.73.34,europe.pool.ntp.org
90.155.73.34,uk.pool.ntp.org
90.155.76.161,1.gb.pool.ntp.org
90.155.76.161,2.europe.pool.ntp.org
90.155.76.161,gb.pool.ntp.org
90.156.199.23,2.uz.pool.ntp.org
90.156.199.23,uz.pool.ntp.org
90.176.21.0,0.europe.pool.ntp.org
90.176.21.0,0.sk.pool.ntp.org
90.176.21.0,2.sk.pool.ntp.org
90.176.21.0,3.europe.pool.ntp.org
90.176.21.0,3.sk.pool.ntp.org
90.176.21.0,europe.pool.ntp.org
90.176.21.0,sk.pool.ntp.org
90.187.112.137,0.de.pool.ntp.org
90.187.112.137,0.europe.pool.ntp.org
90.187.112.137,2.de.pool.ntp.org
90.187.112.137,3.europe.pool.ntp.org
90.187.112.137,de.pool.ntp.org
90.187.112.137,europe.pool.ntp.org
90.188.4.105,0.ru.pool.ntp.org
90.188.4.105,1.europe.pool.ntp.org
90.188.4.105,2.europe.pool.ntp.org
90.188.4.105,europe.pool.ntp.org
90.188.4.105,ru.pool.ntp.org
90.188.6.85,0.europe.pool.ntp.org
90.188.6.85,1.europe.pool.ntp.org
90.188.6.85,1.ru.pool.ntp.org
90.188.6.85,3.ru.pool.ntp.org
90.188.6.85,europe.pool.ntp.org
90.188.6.85,ru.pool.ntp.org
90.188.9.144,1.ru.pool.ntp.org
90.188.9.144,2.europe.pool.ntp.org
90.188.9.144,europe.pool.ntp.org
90.188.9.144,ru.pool.ntp.org
90.188.21.203,0.europe.pool.ntp.org
90.188.21.203,0.ru.pool.ntp.org
90.188.21.203,1.europe.pool.ntp.org
90.188.21.203,2.europe.pool.ntp.org
90.188.21.203,ru.pool.ntp.org
90.254.183.87,3.gb.pool.ntp.org
90.255.234.5,2.gb.pool.ntp.org
90.255.234.5,2.uk.pool.ntp.org
90.255.234.5,uk.pool.ntp.org
91.82.109.180,1.europe.pool.ntp.org
91.82.109.180,3.hu.pool.ntp.org
91.82.109.180,hu.pool.ntp.org
91.92.153.185,0.ch.pool.ntp.org
91.98.23.146,0.de.pool.ntp.org
91.98.23.146,0.europe.pool.ntp.org
91.98.23.146,1.de.pool.ntp.org
91.98.23.146,2.de.pool.ntp.org
91.98.23.146,de.pool.ntp.org
91.98.23.146,europe.pool.ntp.org
91.98.156.7,0.de.pool.ntp.org
91.98.156.7,1.europe.pool.ntp.org
91.98.156.7,2.de.pool.ntp.org
91.98.156.7,3.europe.pool.ntp.org
91.98.156.7,de.pool.ntp.org
91.98.156.7,europe.pool.ntp.org
91.99.137.1,2.de.pool.ntp.org
91.99.137.1,2.europe.pool.ntp.org
91.99.137.1,de.pool.ntp.org
91.99.137.1,europe.pool.ntp.org
91.109.118.94,1.europe.pool.ntp.org
91.109.118.94,2.gb.pool.ntp.org
91.109.118.94,2.uk.pool.ntp.org
91.109.118.94,3.europe.pool.ntp.org
91.109.118.94,europe.pool.ntp.org
91.109.118.94,gb.pool.ntp.org
91.109.118.94,uk.pool.ntp.org
91.122.111.232,3.europe.pool.ntp.org
91.132.146.190,3.europe.pool.ntp.org
91.132.146.190,de.pool.ntp.org
91.132.146.190,europe.pool.ntp.org
91.134.43.234,3.europe.pool.ntp.org
91.134.43.234,3.fr.pool.ntp.org
91.134.43.234,fr.pool.ntp.org
91.135.3.179,0.europe.pool.ntp.org
91.135.3.179,1.europe.pool.ntp.org
91.135.3.179,1.gb.pool.ntp.org
91.135.3.179,1.uk.pool.ntp.org
91.135.3.179,2.europe.pool.ntp.org
91.135.3.179,2.gb.pool.ntp.org
91.135.3.179,3.gb.pool.ntp.org
91.135.3.179,3.uk.pool.ntp.org
91.135.3.179,europe.pool.ntp.org
91.135.3.179,gb.pool.ntp.org
91.135.3.179,uk.pool.ntp.org
91.146.65.37,2.ee.pool.ntp.org
91.177.126.188,1.be.pool.ntp.org
91.177.126.188,1.europe.pool.ntp.org
91.177.126.188,2.be.pool.ntp.org
91.177.126.188,be.pool.ntp.org
91.189.182.32,1.no.pool.ntp.org
91.189.182.32,2.no.pool.ntp.org
91.189.182.32,europe.pool.ntp.org
91.189.182.32,no.pool.ntp.org
91.192.36.161,2.nl.pool.ntp.org
91.192.36.161,3.europe.pool.ntp.org
91.194.60.128,2.fr.pool.ntp.org
91.197.207.24,0.europe.pool.ntp.org
91.197.207.24,1.europe.pool.ntp.org
91.197.207.24,2.ru.pool.ntp.org
91.197.207.24,3.ru.pool.ntp.org
91.197.207.24,europe.pool.ntp.org
91.197.207.24,ru.pool.ntp.org
91.198.10.1,3.europe.pool.ntp.org
91.198.10.1,3.ua.pool.ntp.org
91.198.10.1,ua.pool.ntp.org
91.199.218.19,0.ch.pool.ntp.org
91.199.218.19,europe.pool.ntp.org
91.202.41.82,1.europe.pool.ntp.org
91.202.41.82,2.de.pool.ntp.org
91.202.42.82,1.de.pool.ntp.org
91.202.42.82,3.de.pool.ntp.org
91.202.42.82,de.pool.ntp.org
91.202.42.84,1.europe.pool.ntp.org
91.202.42.84,3.de.pool.ntp.org
91.202.42.84,de.pool.ntp.org
91.203.172.88,0.uz.pool.ntp.org
91.203.172.88,1.asia.pool.ntp.org
91.203.172.88,3.uz.pool.ntp.org
91.203.172.88,uz.pool.ntp.org
91.206.8.34,0.europe.pool.ntp.org
91.206.8.34,1.europe.pool.ntp.org
91.206.8.34,2.at.pool.ntp.org
91.206.8.34,3.at.pool.ntp.org
91.206.8.34,3.europe.pool.ntp.org
91.206.8.34,at.pool.ntp.org
91.206.8.34,europe.pool.ntp.org
91.206.8.36,0.europe.pool.ntp.org
91.206.8.36,1.at.pool.ntp.org
91.206.8.36,2.at.pool.ntp.org
91.206.8.36,at.pool.ntp.org
91.206.8.70,1.at.pool.ntp.org
91.206.8.70,1.europe.pool.ntp.org
91.206.8.70,at.pool.ntp.org
91.206.16.3,0.europe.pool.ntp.org
91.206.16.3,1.europe.pool.ntp.org
91.206.16.3,2.europe.pool.ntp.org
91.206.16.3,2.ru.pool.ntp.org
91.206.16.3,europe.pool.ntp.org
91.206.16.3,ru.pool.ntp.org
91.206.237.2,1.at.pool.ntp.org
91.206.237.2,1.europe.pool.ntp.org
91.207.136.55,1.ru.pool.ntp.org
91.207.136.55,europe.pool.ntp.org
91.207.136.55,ru.pool.ntp.org
91.209.16.78,1.europe.pool.ntp.org
91.209.16.78,1.pt.pool.ntp.org
91.209.16.78,2.europe.pool.ntp.org
91.209.16.78,2.pt.pool.ntp.org
91.209.16.78,europe.pool.ntp.org
91.209.16.78,pt.pool.ntp.org
91.209.24.19,0.ua.pool.ntp.org
91.209.94.10,0.ru.pool.ntp.org
91.209.94.10,2.europe.pool.ntp.org
91.209.94.10,3.ru.pool.ntp.org
91.209.94.10,europe.pool.ntp.org
91.210.128.220,0.europe.pool.ntp.org
91.210.128.220,1.pl.pool.ntp.org
91.210.128.220,3.europe.pool.ntp.org
91.210.128.220,3.pl.pool.ntp.org
91.210.128.220,pl.pool.ntp.org
91.212.242.19,3.pl.pool.ntp.org
91.212.242.19,pl.pool.ntp.org
91.212.242.20,0.europe.pool.ntp.org
91.212.242.20,1.europe.pool.ntp.org
91.212.242.20,1.pl.pool.ntp.org
91.212.242.20,3.europe.pool.ntp.org
91.212.242.20,3.pl.pool.ntp.org
91.212.242.20,europe.pool.ntp.org
91.212.242.20,pl.pool.ntp.org
91.212.242.21,1.pl.pool.ntp.org
91.212.242.21,2.europe.pool.ntp.org
91.212.242.21,pl.pool.ntp.org
91.214.191.135,0.europe.pool.ntp.org
91.214.191.135,2.ch.pool.ntp.org
91.214.191.135,3.europe.pool.ntp.org
91.214.191.135,ch.pool.ntp.org
91.214.191.135,europe.pool.ntp.org
91.215.176.2,0.by.pool.ntp.org
91.215.176.2,2.by.pool.ntp.org
91.216.57.143,0.europe.pool.ntp.org
91.216.229.123,0.europe.pool.ntp.org
91.216.229.123,1.europe.pool.ntp.org
91.216.229.123,2.ch.pool.ntp.org
91.217.155.60,3.gr.pool.ntp.org
91.222.192.254,2.pl.pool.ntp.org
91.222.192.254,3.pl.pool.ntp.org
91.224.149.41,0.europe.pool.ntp.org
91.224.149.41,0.fr.pool.ntp.org
91.224.149.41,3.fr.pool.ntp.org
91.224.149.41,fr.pool.ntp.org
91.224.149.196,2.fr.pool.ntp.org
91.224.149.196,3.fr.pool.ntp.org
91.224.149.196,fr.pool.ntp.org
91.224.234.189,1.europe.pool.ntp.org
91.224.234.189,2.ru.pool.ntp.org
91.224.234.189,europe.pool.ntp.org
91.224.234.189,ru.pool.ntp.org
91.228.108.123,0.md.pool.ntp.org
91.228.108.123,1.md.pool.ntp.org
91.228.108.123,2.md.pool.ntp.org
91.228.108.123,3.md.pool.ntp.org
91.228.108.123,europe.pool.ntp.org
91.228.108.123,md.pool.ntp.org
91.229.203.9,0.dk.pool.ntp.org
91.229.203.9,0.europe.pool.ntp.org
91.229.203.9,2.dk.pool.ntp.org
91.229.203.9,3.dk.pool.ntp.org
91.229.245.70,3.europe.pool.ntp.org
91.229.245.70,de.pool.ntp.org
91.230.25.72,1.ua.pool.ntp.org
91.230.25.72,ua.pool.ntp.org
91.230.25.94,1.ua.pool.ntp.org
91.231.153.4,0.europe.pool.ntp.org
91.231.153.4,1.se.pool.ntp.org
91.231.153.4,2.europe.pool.ntp.org
91.231.153.4,3.se.pool.ntp.org
91.231.153.4,europe.pool.ntp.org
91.231.153.4,se.pool.ntp.org
91.231.182.17,0.europe.pool.ntp.org
91.231.182.17,2.europe.pool.ntp.org
91.231.182.17,2.ua.pool.ntp.org
91.231.182.17,europe.pool.ntp.org
91.231.182.17,ua.pool.ntp.org
91.232.135.165,2.ru.pool.ntp.org
91.234.235.13,0.az.pool.ntp.org
91.234.235.13,1.asia.pool.ntp.org
91.234.235.13,1.az.pool.ntp.org
91.234.235.13,2.az.pool.ntp.org
91.234.235.13,3.az.pool.ntp.org
91.234.235.13,az.pool.ntp.org
91.235.212.22,0.ch.pool.ntp.org
91.235.212.22,2.europe.pool.ntp.org
91.235.212.22,europe.pool.ntp.org
91.235.234.207,3.ee.pool.ntp.org
91.236.251.5,0.ua.pool.ntp.org
91.236.251.5,1.europe.pool.ntp.org
91.236.251.5,3.europe.pool.ntp.org
91.236.251.5,ua.pool.ntp.org
91.236.251.13,0.europe.pool.ntp.org
91.236.251.13,0.ua.pool.ntp.org
91.236.251.13,1.europe.pool.ntp.org
91.236.251.13,2.europe.pool.ntp.org
91.236.251.13,ua.pool.ntp.org
91.236.251.14,1.europe.pool.ntp.org
91.236.251.14,2.europe.pool.ntp.org
91.236.251.14,3.europe.pool.ntp.org
91.236.251.14,3.ua.pool.ntp.org
91.236.251.14,ua.pool.ntp.org
91.236.251.24,0.europe.pool.ntp.org
91.236.251.24,1.europe.pool.ntp.org
91.236.251.24,3.ua.pool.ntp.org
91.236.251.24,ua.pool.ntp.org
91.236.251.29,europe.pool.ntp.org
91.236.251.29,ua.pool.ntp.org
91.236.251.31,1.ua.pool.ntp.org
91.236.251.31,2.europe.pool.ntp.org
91.236.251.31,3.europe.pool.ntp.org
91.236.251.31,europe.pool.ntp.org
91.236.251.31,ua.pool.ntp.org
91.236.251.34,2.europe.pool.ntp.org
91.236.251.34,3.europe.pool.ntp.org
91.236.251.34,3.ua.pool.ntp.org
91.236.251.34,europe.pool.ntp.org
91.236.251.34,ua.pool.ntp.org
91.236.251.35,0.europe.pool.ntp.org
91.236.251.35,2.ua.pool.ntp.org
91.236.251.35,3.ua.pool.ntp.org
91.236.251.35,ua.pool.ntp.org
91.236.251.38,1.europe.pool.ntp.org
91.236.251.38,2.europe.pool.ntp.org
91.236.251.38,2.ua.pool.ntp.org
91.236.251.38,3.ua.pool.ntp.org
91.236.251.38,europe.pool.ntp.org
91.236.251.38,ua.pool.ntp.org
91.236.251.234,1.europe.pool.ntp.org
91.236.251.234,1.ua.pool.ntp.org
91.236.251.234,europe.pool.ntp.org
91.236.251.234,ua.pool.ntp.org
91.237.170.89,0.sk.pool.ntp.org
91.237.170.89,2.sk.pool.ntp.org
91.237.170.89,3.sk.pool.ntp.org
91.240.246.3,1.lv.pool.ntp.org
91.240.246.3,2.lv.pool.ntp.org
91.240.246.3,3.lv.pool.ntp.org
91.240.246.123,0.lv.pool.ntp.org
91.240.246.123,2.lv.pool.ntp.org
91.240.246.123,3.lv.pool.ntp.org
92.5.86.220,2.europe.pool.ntp.org
92.38.235.234,2.europe.pool.ntp.org
92.53.107.225,1.europe.pool.ntp.org
92.53.107.225,2.ru.pool.ntp.org
92.53.119.23,2.ru.pool.ntp.org
92.53.119.23,3.europe.pool.ntp.org
92.53.119.23,ru.pool.ntp.org
92.60.37.230,0.europe.pool.ntp.org
92.60.37.230,2.europe.pool.ntp.org
92.60.37.230,3.de.pool.ntp.org
92.60.37.230,europe.pool.ntp.org
92.62.231.58,2.cz.pool.ntp.org
92.63.176.244,ru.pool.ntp.org
92.63.176.247,0.ru.pool.ntp.org
92.63.176.247,2.ru.pool.ntp.org
92.63.176.247,ru.pool.ntp.org
92.63.177.245,3.ru.pool.ntp.org
92.63.177.245,ru.pool.ntp.org
92.63.177.253,1.europe.pool.ntp.org
92.63.177.253,1.ru.pool.ntp.org
92.63.177.253,ru.pool.ntp.org
92.63.179.96,3.ru.pool.ntp.org
92.113.12.77,0.es.pool.ntp.org
92.113.12.77,1.es.pool.ntp.org
92.113.12.77,es.pool.ntp.org
92.113.12.77,europe.pool.ntp.org
92.113.12.78,0.es.pool.ntp.org
92.113.12.78,3.es.pool.ntp.org
92.113.12.78,3.europe.pool.ntp.org
92.113.12.78,es.pool.ntp.org
92.113.12.78,europe.pool.ntp.org
92.118.113.24,1.ru.pool.ntp.org
92.118.113.24,ru.pool.ntp.org
92.118.113.65,3.ru.pool.ntp.org
92.180.26.89,1.europe.pool.ntp.org
92.180.26.89,1.ro.pool.ntp.org
92.180.26.89,2.ro.pool.ntp.org
92.180.26.89,europe.pool.ntp.org
92.222.82.61,2.europe.pool.ntp.org
92.222.82.61,2.fr.pool.ntp.org
92.222.82.61,europe.pool.ntp.org
92.222.82.61,fr.pool.ntp.org
92.222.117.115,2.fr.pool.ntp.org
92.222.117.115,3.fr.pool.ntp.org
92.222.227.225,2.fr.pool.ntp.org
92.240.244.202,0.sk.pool.ntp.org
92.240.244.202,2.europe.pool.ntp.org
92.240.244.202,2.sk.pool.ntp.org
92.240.244.202,sk.pool.ntp.org
92.241.12.152,2.europe.pool.ntp.org
92.241.12.152,2.ru.pool.ntp.org
92.241.12.152,3.ru.pool.ntp.org
92.241.12.152,ru.pool.ntp.org
92.241.18.6,1.europe.pool.ntp.org
92.241.18.6,2.europe.pool.ntp.org
92.241.18.6,2.ru.pool.ntp.org
92.241.18.6,3.ru.pool.ntp.org
92.241.18.6,europe.pool.ntp.org
92.241.18.6,ru.pool.ntp.org
92.241.18.100,1.europe.pool.ntp.org
92.241.18.100,3.ru.pool.ntp.org
92.241.18.100,europe.pool.ntp.org
92.241.18.100,ru.pool.ntp.org
92.246.137.39,0.europe.pool.ntp.org
92.246.137.39,0.se.pool.ntp.org
92.246.137.39,1.se.pool.ntp.org
92.246.137.39,2.europe.pool.ntp.org
92.246.137.39,2.se.pool.ntp.org
92.246.137.39,europe.pool.ntp.org
92.246.137.39,se.pool.ntp.org
92.249.4.253,0.ru.pool.ntp.org
92.249.148.253,0.europe.pool.ntp.org
92.249.148.253,0.hu.pool.ntp.org
92.249.148.253,europe.pool.ntp.org
92.249.148.253,hu.pool.ntp.org
92.255.126.1,3.ru.pool.ntp.org
92.255.126.1,europe.pool.ntp.org
92.255.126.1,ru.pool.ntp.org
92.255.126.2,3.ru.pool.ntp.org
92.255.126.2,ru.pool.ntp.org
92.255.126.3,0.ru.pool.ntp.org
92.255.126.3,1.europe.pool.ntp.org
92.255.126.3,3.ru.pool.ntp.org
92.255.126.3,europe.pool.ntp.org
92.255.126.3,ru.pool.ntp.org
92.255.126.4,0.ru.pool.ntp.org
92.255.126.4,3.ru.pool.ntp.org
92.255.126.4,ru.pool.ntp.org
92.255.126.11,0.europe.pool.ntp.org
92.255.126.11,2.europe.pool.ntp.org
